dataset,algorithm,size,avg_time_us,avg_char_comparisons,avg_char_inspections,avg_radix_calls,avg_quick_switches
random,lcp_mergesort,1200,1095.567,25377.000,0.000,0.000,0.000
random,lcp_mergesort,1300,1215.600,27965.000,0.000,0.000,0.000
random,lcp_mergesort,1400,1382.100,30521.000,0.000,0.000,0.000
random,lcp_mergesort,1500,1501.800,33194.000,0.000,0.000,0.000
random,lcp_mergesort,1600,1599.033,35866.000,0.000,0.000,0.000
random,lcp_mergesort,1700,1669.300,38476.000,0.000,0.000,0.000
random,lcp_mergesort,1800,1717.067,41107.000,0.000,0.000,0.000
random,lcp_mergesort,1900,1839.033,43898.000,0.000,0.000,0.000
random,lcp_mergesort,2000,2001.100,46565.000,0.000,0.000,0.000
random,lcp_mergesort,2100,2113.267,49380.000,0.000,0.000,0.000
random,lcp_mergesort,2200,2215.333,52399.000,0.000,0.000,0.000
random,lcp_mergesort,2300,2286.767,55156.000,0.000,0.000,0.000
random,lcp_mergesort,2400,2375.567,57974.000,0.000,0.000,0.000
random,lcp_mergesort,2500,2632.167,60895.000,0.000,0.000,0.000
random,lcp_mergesort,2600,2654.433,63875.000,0.000,0.000,0.000
random,lcp_mergesort,2700,2784.733,66706.000,0.000,0.000,0.000
random,lcp_mergesort,2800,2901.333,69622.000,0.000,0.000,0.000
random,lcp_mergesort,2900,2986.500,72444.000,0.000,0.000,0.000
random,lcp_mergesort,3000,3141.900,75542.000,0.000,0.000,0.000
random,msd_radix_sort,100,67.033,0.000,350.000,31.000,0.000
random,msd_radix_sort,200,133.733,0.000,792.000,59.000,0.000
random,msd_radix_sort,300,183.133,0.000,1226.000,78.000,0.000
random,msd_radix_sort,400,214.200,0.000,1652.000,86.000,0.000
random,msd_radix_sort,500,259.533,0.000,2090.000,96.000,0.000
random,msd_radix_sort,600,284.233,0.000,2518.000,104.000,0.000
random,msd_radix_sort,700,332.133,0.000,2962.000,115.000,0.000
random,msd_radix_sort,800,361.833,0.000,3408.000,126.000,0.000
random,msd_radix_sort,900,431.433,0.000,3876.000,143.000,0.000
random,msd_radix_sort,1000,463.900,0.000,4328.000,156.000,0.000
random,msd_radix_sort,1100,519.000,0.000,4778.000,167.000,0.000
random,msd_radix_sort,1200,567.133,0.000,5266.000,188.000,0.000
random,msd_radix_sort,1300,615.400,0.000,5726.000,202.000,0.000
random,msd_radix_sort,1400,677.133,0.000,6216.000,223.000,0.000
random,msd_radix_sort,1500,787.833,0.000,6690.000,240.000,0.000
random,msd_radix_sort,1600,841.467,0.000,7246.000,275.000,0.000
random,msd_radix_sort,1700,871.367,0.000,7752.000,299.000,0.000
random,msd_radix_sort,1800,950.467,0.000,8252.000,322.000,0.000
random,msd_radix_sort,1900,1023.500,0.000,8742.000,341.000,0.000
random,msd_radix_sort,2000,1023.867,0.000,9234.000,360.000,0.000
random,msd_radix_sort,2100,1092.267,0.000,9734.000,381.000,0.000
random,msd_radix_sort,2200,1152.767,0.000,10240.000,405.000,0.000
random,msd_radix_sort,2300,1214.233,0.000,10748.000,427.000,0.000
random,msd_radix_sort,2400,1299.333,0.000,11248.000,451.000,0.000
random,msd_radix_sort,2500,1375.933,0.000,11806.000,486.000,0.000
random,msd_radix_sort,2600,1435.567,0.000,12330.000,513.000,0.000
random,msd_radix_sort,2700,1530.167,0.000,12850.000,539.000,0.000
random,msd_radix_sort,2800,1585.567,0.000,13406.000,574.000,0.000
random,msd_radix_sort,2900,1672.600,0.000,13974.000,611.000,0.000
random,msd_radix_sort,3000,1747.900,0.000,14526.000,645.000,0.000
random,quick_msd_radix_sort,100,14.467,83.000,303.000,1.000,30.000
random,quick_msd_radix_sort,200,30.100,321.000,728.000,1.000,56.000
random,quick_msd_radix_sort,300,46.600,623.000,1191.000,1.000,68.000
random,quick_msd_radix_sort,400,64.767,1022.000,1729.000,1.000,72.000
random,quick_msd_radix_sort,500,90.500,1527.000,2321.000,1.000,73.000
random,quick_msd_radix_sort,600,109.400,2061.000,2963.000,1.000,74.000
random,quick_msd_radix_sort,700,136.167,2587.000,3560.000,1.000,74.000
random,quick_msd_radix_sort,800,157.367,3210.000,4252.000,1.000,74.000
random,quick_msd_radix_sort,900,187.067,3710.000,4876.000,1.000,74.000
random,quick_msd_radix_sort,1000,211.600,4498.000,5611.000,1.000,74.000
random,quick_msd_radix_sort,1100,247.067,5020.000,6270.000,1.000,74.000
random,quick_msd_radix_sort,1200,269.833,5885.000,7097.000,1.000,74.000
random,quick_msd_radix_sort,1300,282.933,6361.000,7714.000,1.000,74.000
random,quick_msd_radix_sort,1400,313.700,7170.000,8556.000,1.000,74.000
random,quick_msd_radix_sort,1500,361.567,7904.000,9290.000,1.000,74.000
random,quick_msd_radix_sort,1600,388.233,8754.000,10061.000,1.000,74.000
random,quick_msd_radix_sort,1700,398.467,9585.000,10897.000,1.000,74.000
random,quick_msd_radix_sort,1800,423.967,10756.000,11865.000,1.000,74.000
random,quick_msd_radix_sort,1900,451.433,11248.000,12480.000,1.000,74.000
random,quick_msd_radix_sort,2000,468.500,12151.000,13400.000,1.000,74.000
random,quick_msd_radix_sort,2100,499.200,13032.000,14401.000,1.000,74.000
random,quick_msd_radix_sort,2200,523.167,13970.000,15193.000,1.000,74.000
random,quick_msd_radix_sort,2300,554.467,14938.000,16235.000,1.000,74.000
random,quick_msd_radix_sort,2400,598.500,15722.000,17107.000,1.000,74.000
random,quick_msd_radix_sort,2500,622.433,16927.000,17974.000,1.000,74.000
random,quick_msd_radix_sort,2600,642.367,17969.000,18914.000,1.000,74.000
random,quick_msd_radix_sort,2700,667.900,18643.000,19658.000,1.000,74.000
random,quick_msd_radix_sort,2800,701.867,18799.000,19968.000,1.000,74.000
random,quick_msd_radix_sort,2900,721.300,20319.000,21146.000,1.000,74.000
random,quick_msd_radix_sort,3000,749.367,21644.000,22240.000,1.000,74.000
random,standard_mergesort,100,43.467,602.000,0.000,0.000,0.000
random,standard_mergesort,200,104.933,1511.000,0.000,0.000,0.000
random,standard_mergesort,300,175.767,2529.000,0.000,0.000,0.000
random,standard_mergesort,400,249.433,3671.000,0.000,0.000,0.000
random,standard_mergesort,500,331.900,4862.000,0.000,0.000,0.000
random,standard_mergesort,600,406.900,6120.000,0.000,0.000,0.000
random,standard_mergesort,700,521.467,7431.000,0.000,0.000,0.000
random,standard_mergesort,800,607.633,8797.000,0.000,0.000,0.000
random,standard_mergesort,900,680.200,10152.000,0.000,0.000,0.000
random,standard_mergesort,1000,831.533,11581.000,0.000,0.000,0.000
random,standard_mergesort,1100,939.167,13100.000,0.000,0.000,0.000
random,standard_mergesort,1200,1010.633,14585.000,0.000,0.000,0.000
random,standard_mergesort,1300,1150.300,16106.000,0.000,0.000,0.000
random,standard_mergesort,1400,1277.833,17633.000,0.000,0.000,0.000
random,standard_mergesort,1500,1309.067,19213.000,0.000,0.000,0.000
random,standard_mergesort,1600,1484.933,20807.000,0.000,0.000,0.000
random,standard_mergesort,1700,1545.400,22366.000,0.000,0.000,0.000
random,standard_mergesort,1800,1583.000,23931.000,0.000,0.000,0.000
random,standard_mergesort,1900,1671.100,25580.000,0.000,0.000,0.000
random,standard_mergesort,2000,1840.667,27173.000,0.000,0.000,0.000
random,standard_mergesort,2100,1882.033,28864.000,0.000,0.000,0.000
random,standard_mergesort,2200,1992.133,30675.000,0.000,0.000,0.000
random,standard_mergesort,2300,2157.900,32334.000,0.000,0.000,0.000
random,standard_mergesort,2400,2237.433,34032.000,0.000,0.000,0.000
random,standard_mergesort,2500,2319.067,35765.000,0.000,0.000,0.000
random,standard_mergesort,2600,2484.267,37571.000,0.000,0.000,0.000
random,standard_mergesort,2700,2561.133,39270.000,0.000,0.000,0.000
random,standard_mergesort,2800,2714.800,41042.000,0.000,0.000,0.000
random,standard_mergesort,2900,2882.067,42752.000,0.000,0.000,0.000
random,standard_mergesort,3000,2970.933,44610.000,0.000,0.000,0.000
random,standard_quicksort,100,44.700,933.000,0.000,0.000,0.000
random,standard_quicksort,200,84.300,1831.000,0.000,0.000,0.000
random,standard_quicksort,300,147.267,3100.000,0.000,0.000,0.000
random,standard_quicksort,400,207.900,4367.000,0.000,0.000,0.000
random,standard_quicksort,500,278.733,6080.000,0.000,0.000,0.000
random,standard_quicksort,600,334.200,6784.000,0.000,0.000,0.000
random,standard_quicksort,700,458.233,9808.000,0.000,0.000,0.000
random,standard_quicksort,800,507.367,10795.000,0.000,0.000,0.000
random,standard_quicksort,900,536.667,12105.000,0.000,0.000,0.000
random,standard_quicksort,1000,670.633,14200.000,0.000,0.000,0.000
random,standard_quicksort,1100,744.867,16203.000,0.000,0.000,0.000
random,standard_quicksort,1200,920.533,20533.000,0.000,0.000,0.000
random,standard_quicksort,1300,969.767,19964.000,0.000,0.000,0.000
random,standard_quicksort,1400,929.633,20349.000,0.000,0.000,0.000
random,standard_quicksort,1500,1087.033,23810.000,0.000,0.000,0.000
random,standard_quicksort,1600,1211.933,26250.000,0.000,0.000,0.000
random,standard_quicksort,1700,1199.733,26260.000,0.000,0.000,0.000
random,standard_quicksort,1800,1247.333,28283.000,0.000,0.000,0.000
random,standard_quicksort,1900,1337.067,30869.000,0.000,0.000,0.000
random,standard_quicksort,2000,1634.767,36593.000,0.000,0.000,0.000
random,standard_quicksort,2100,1569.867,36248.000,0.000,0.000,0.000
random,standard_quicksort,2200,1659.233,38160.000,0.000,0.000,0.000
random,standard_quicksort,2300,1634.267,38459.000,0.000,0.000,0.000
random,standard_quicksort,2400,1851.333,42415.000,0.000,0.000,0.000
random,standard_quicksort,2500,1874.633,43514.000,0.000,0.000,0.000
random,standard_quicksort,2600,1975.333,45152.000,0.000,0.000,0.000
random,standard_quicksort,2700,2111.400,48230.000,0.000,0.000,0.000
random,standard_quicksort,2800,2151.867,49383.000,0.000,0.000,0.000
random,standard_quicksort,2900,2288.333,52969.000,0.000,0.000,0.000
random,standard_quicksort,3000,2437.900,54172.000,0.000,0.000,0.000
random,string_quicksort,100,23.233,1064.000,771.000,0.000,0.000
random,string_quicksort,200,45.733,1965.000,1545.000,0.000,0.000
random,string_quicksort,300,78.633,3462.000,2555.000,0.000,0.000
random,string_quicksort,400,114.233,5763.000,3854.000,0.000,0.000
random,string_quicksort,500,155.067,6689.000,4822.000,0.000,0.000
random,string_quicksort,600,192.700,8948.000,6327.000,0.000,0.000
random,string_quicksort,700,236.967,11769.000,7875.000,0.000,0.000
random,string_quicksort,800,236.400,11187.000,8015.000,0.000,0.000
random,string_quicksort,900,277.100,13060.000,9129.000,0.000,0.000
random,string_quicksort,1000,313.033,14472.000,10207.000,0.000,0.000
random,string_quicksort,1100,373.733,18185.000,12304.000,0.000,0.000
random,string_quicksort,1200,401.800,19773.000,13292.000,0.000,0.000
random,string_quicksort,1300,454.400,21034.000,14961.000,0.000,0.000
random,string_quicksort,1400,472.300,20220.000,14599.000,0.000,0.000
random,string_quicksort,1500,538.233,26759.000,17891.000,0.000,0.000
random,string_quicksort,1600,560.767,25746.000,17359.000,0.000,0.000
random,string_quicksort,1700,576.167,27152.000,18728.000,0.000,0.000
random,string_quicksort,1800,594.233,29374.000,19917.000,0.000,0.000
random,string_quicksort,1900,630.633,30256.000,21251.000,0.000,0.000
random,string_quicksort,2000,765.833,36952.000,25304.000,0.000,0.000
random,string_quicksort,2100,722.700,35535.000,24191.000,0.000,0.000
random,string_quicksort,2200,798.833,40299.000,26884.000,0.000,0.000
random,string_quicksort,2300,818.867,38630.000,27420.000,0.000,0.000
random,string_quicksort,2400,834.733,41488.000,27507.000,0.000,0.000
random,string_quicksort,2500,868.667,41704.000,29338.000,0.000,0.000
random,string_quicksort,2600,922.933,43464.000,29668.000,0.000,0.000
random,string_quicksort,2700,968.000,46905.000,32078.000,0.000,0.000
random,string_quicksort,2800,1019.200,51681.000,34231.000,0.000,0.000
random,string_quicksort,2900,1064.700,56809.000,36929.000,0.000,0.000
random,string_quicksort,3000,1082.567,52064.000,37193.000,0.000,0.000
reverse,lcp_mergesort,100,42.533,1036.000,0.000,0.000,0.000
reverse,lcp_mergesort,200,98.000,2304.000,0.000,0.000,0.000
reverse,lcp_mergesort,300,154.733,3585.000,0.000,0.000,0.000
reverse,lcp_mergesort,400,215.967,5011.000,0.000,0.000,0.000
reverse,lcp_mergesort,500,281.433,6155.000,0.000,0.000,0.000
reverse,lcp_mergesort,600,359.400,7835.000,0.000,0.000,0.000
reverse,lcp_mergesort,700,418.300,9453.000,0.000,0.000,0.000
reverse,lcp_mergesort,800,478.167,10847.000,0.000,0.000,0.000
reverse,lcp_mergesort,900,565.700,12056.000,0.000,0.000,0.000
reverse,lcp_mergesort,1000,603.133,13285.000,0.000,0.000,0.000
reverse,lcp_mergesort,1100,699.867,15009.000,0.000,0.000,0.000
reverse,lcp_mergesort,1200,761.467,16903.000,0.000,0.000,0.000
reverse,lcp_mergesort,1300,888.667,18500.000,0.000,0.000,0.000
reverse,lcp_mergesort,1400,918.833,20222.000,0.000,0.000,0.000
reverse,lcp_mergesort,1500,1019.000,21535.000,0.000,0.000,0.000
reverse,lcp_mergesort,1600,1088.867,23198.000,0.000,0.000,0.000
reverse,lcp_mergesort,1700,1222.300,24691.000,0.000,0.000,0.000
reverse,lcp_mergesort,1800,1272.600,26022.000,0.000,0.000,0.000
reverse,lcp_mergesort,1900,1268.400,27362.000,0.000,0.000,0.000
reverse,lcp_mergesort,2000,1327.967,28586.000,0.000,0.000,0.000
reverse,lcp_mergesort,2100,1404.400,30212.000,0.000,0.000,0.000
reverse,lcp_mergesort,2200,1553.067,32397.000,0.000,0.000,0.000
reverse,lcp_mergesort,2300,1587.767,34174.000,0.000,0.000,0.000
reverse,lcp_mergesort,2400,1672.600,36259.000,0.000,0.000,0.000
reverse,lcp_mergesort,2500,1758.200,37852.000,0.000,0.000,0.000
reverse,lcp_mergesort,2600,1854.033,39672.000,0.000,0.000,0.000
reverse,lcp_mergesort,2700,1971.467,41250.000,0.000,0.000,0.000
reverse,lcp_mergesort,2800,2003.967,43257.000,0.000,0.000,0.000
reverse,lcp_mergesort,2900,2137.100,44747.000,0.000,0.000,0.000
reverse,lcp_mergesort,3000,2151.900,46221.000,0.000,0.000,0.000
reverse,msd_radix_sort,100,54.800,0.000,474.000,22.000,0.000
reverse,msd_radix_sort,200,118.267,0.000,974.000,47.000,0.000
reverse,msd_radix_sort,300,181.933,0.000,1466.000,71.000,0.000
reverse,msd_radix_sort,400,243.333,0.000,1952.000,93.000,0.000
reverse,msd_radix_sort,500,303.333,0.000,2432.000,114.000,0.000
reverse,msd_radix_sort,600,354.767,0.000,2894.000,131.000,0.000
reverse,msd_radix_sort,700,403.233,0.000,3386.000,150.000,0.000
reverse,msd_radix_sort,800,455.833,0.000,3866.000,170.000,0.000
reverse,msd_radix_sort,900,523.867,0.000,4328.000,187.000,0.000
reverse,msd_radix_sort,1000,566.733,0.000,4812.000,209.000,0.000
reverse,msd_radix_sort,1100,644.900,0.000,5290.000,230.000,0.000
reverse,msd_radix_sort,1200,698.700,0.000,5784.000,254.000,0.000
reverse,msd_radix_sort,1300,771.667,0.000,6268.000,275.000,0.000
reverse,msd_radix_sort,1400,818.667,0.000,6732.000,292.000,0.000
reverse,msd_radix_sort,1500,871.533,0.000,7228.000,316.000,0.000
reverse,msd_radix_sort,1600,926.500,0.000,7718.000,339.000,0.000
reverse,msd_radix_sort,1700,1009.600,0.000,8208.000,359.000,0.000
reverse,msd_radix_sort,1800,1097.067,0.000,8714.000,387.000,0.000
reverse,msd_radix_sort,1900,1123.533,0.000,9206.000,410.000,0.000
reverse,msd_radix_sort,2000,1163.400,0.000,9688.000,431.000,0.000
reverse,msd_radix_sort,2100,1237.800,0.000,10176.000,454.000,0.000
reverse,msd_radix_sort,2200,1319.100,0.000,10656.000,476.000,0.000
reverse,msd_radix_sort,2300,1360.267,0.000,11128.000,496.000,0.000
reverse,msd_radix_sort,2400,1421.133,0.000,11600.000,515.000,0.000
reverse,msd_radix_sort,2500,1509.500,0.000,12092.000,539.000,0.000
reverse,msd_radix_sort,2600,1500.233,0.000,12532.000,551.000,0.000
reverse,msd_radix_sort,2700,1580.300,0.000,13010.000,571.000,0.000
reverse,msd_radix_sort,2800,1629.700,0.000,13506.000,593.000,0.000
reverse,msd_radix_sort,2900,1689.067,0.000,14000.000,617.000,0.000
reverse,msd_radix_sort,3000,1736.233,0.000,14472.000,635.000,0.000
reverse,quick_msd_radix_sort,100,22.300,536.000,639.000,1.000,3.000
reverse,quick_msd_radix_sort,200,43.667,1095.000,1300.000,1.000,5.000
reverse,quick_msd_radix_sort,300,63.133,1645.000,1945.000,1.000,8.000
reverse,quick_msd_radix_sort,400,84.267,2173.000,2572.000,1.000,10.000
reverse,quick_msd_radix_sort,500,109.667,2693.000,3200.000,1.000,13.000
reverse,quick_msd_radix_sort,600,131.800,3238.000,3847.000,1.000,16.000
reverse,quick_msd_radix_sort,700,147.967,3777.000,4478.000,1.000,18.000
reverse,quick_msd_radix_sort,800,176.500,4365.000,5157.000,1.000,20.000
reverse,quick_msd_radix_sort,900,197.933,4857.000,5761.000,1.000,23.000
reverse,quick_msd_radix_sort,1000,211.700,5429.000,6420.000,1.000,25.000
reverse,quick_msd_radix_sort,1100,234.567,5946.000,7042.000,1.000,28.000
reverse,quick_msd_radix_sort,1200,256.633,6477.000,7672.000,1.000,31.000
reverse,quick_msd_radix_sort,1300,279.733,7037.000,8319.000,1.000,33.000
reverse,quick_msd_radix_sort,1400,312.733,7615.000,8982.000,1.000,35.000
reverse,quick_msd_radix_sort,1500,332.167,8192.000,9645.000,1.000,37.000
reverse,quick_msd_radix_sort,1600,344.767,8722.000,10276.000,1.000,40.000
reverse,quick_msd_radix_sort,1700,374.700,9287.000,10933.000,1.000,42.000
reverse,quick_msd_radix_sort,1800,383.467,9850.000,11595.000,1.000,45.000
reverse,quick_msd_radix_sort,1900,421.100,10398.000,12237.000,1.000,47.000
reverse,quick_msd_radix_sort,2000,443.100,10915.000,12864.000,1.000,50.000
reverse,quick_msd_radix_sort,2100,484.233,11476.000,13520.000,1.000,52.000
reverse,quick_msd_radix_sort,2200,472.167,12049.000,14182.000,1.000,54.000
reverse,quick_msd_radix_sort,2300,510.367,12596.000,14819.000,1.000,57.000
reverse,quick_msd_radix_sort,2400,519.700,13092.000,15431.000,1.000,60.000
reverse,quick_msd_radix_sort,2500,582.100,13638.000,16079.000,1.000,62.000
reverse,quick_msd_radix_sort,2600,557.333,14134.000,16683.000,1.000,65.000
reverse,quick_msd_radix_sort,2700,591.500,14688.000,17329.000,1.000,68.000
reverse,quick_msd_radix_sort,2800,616.067,15267.000,17987.000,1.000,70.000
reverse,quick_msd_radix_sort,2900,625.067,15808.000,18632.000,1.000,72.000
reverse,quick_msd_radix_sort,3000,642.933,16381.000,19301.000,1.000,74.000
reverse,standard_mergesort,100,46.000,680.000,0.000,0.000,0.000
reverse,standard_mergesort,200,99.800,1492.000,0.000,0.000,0.000
reverse,standard_mergesort,300,156.533,2277.000,0.000,0.000,0.000
reverse,standard_mergesort,400,214.100,3187.000,0.000,0.000,0.000
reverse,standard_mergesort,500,270.067,3883.000,0.000,0.000,0.000
reverse,standard_mergesort,600,348.100,4919.000,0.000,0.000,0.000
reverse,standard_mergesort,700,425.000,5949.000,0.000,0.000,0.000
reverse,standard_mergesort,800,472.933,6799.000,0.000,0.000,0.000
reverse,standard_mergesort,900,547.800,7484.000,0.000,0.000,0.000
reverse,standard_mergesort,1000,595.967,8241.000,0.000,0.000,0.000
reverse,standard_mergesort,1100,702.033,9277.000,0.000,0.000,0.000
reverse,standard_mergesort,1200,750.300,10471.000,0.000,0.000,0.000
reverse,standard_mergesort,1300,853.767,11428.000,0.000,0.000,0.000
reverse,standard_mergesort,1400,900.567,12514.000,0.000,0.000,0.000
reverse,standard_mergesort,1500,1030.500,13247.000,0.000,0.000,0.000
reverse,standard_mergesort,1600,1119.100,14302.000,0.000,0.000,0.000
reverse,standard_mergesort,1700,1115.167,15175.000,0.000,0.000,0.000
reverse,standard_mergesort,1800,1227.200,15978.000,0.000,0.000,0.000
reverse,standard_mergesort,1900,1252.133,16754.000,0.000,0.000,0.000
reverse,standard_mergesort,2000,1312.233,17498.000,0.000,0.000,0.000
reverse,standard_mergesort,2100,1379.533,18464.000,0.000,0.000,0.000
reverse,standard_mergesort,2200,1567.500,19833.000,0.000,0.000,0.000
reverse,standard_mergesort,2300,1572.733,20882.000,0.000,0.000,0.000
reverse,standard_mergesort,2400,1647.067,22195.000,0.000,0.000,0.000
reverse,standard_mergesort,2500,1719.900,23100.000,0.000,0.000,0.000
reverse,standard_mergesort,2600,1802.400,24228.000,0.000,0.000,0.000
reverse,standard_mergesort,2700,1985.500,25086.000,0.000,0.000,0.000
reverse,standard_mergesort,2800,1958.867,26441.000,0.000,0.000,0.000
reverse,standard_mergesort,2900,2033.267,27263.000,0.000,0.000,0.000
reverse,standard_mergesort,3000,2129.900,28145.000,0.000,0.000,0.000
reverse,standard_quicksort,100,34.100,931.000,0.000,0.000,0.000
reverse,standard_quicksort,200,82.500,2165.000,0.000,0.000,0.000
reverse,standard_quicksort,300,134.833,3379.000,0.000,0.000,0.000
reverse,standard_quicksort,400,197.300,4849.000,0.000,0.000,0.000
reverse,standard_quicksort,500,248.067,6141.000,0.000,0.000,0.000
reverse,standard_quicksort,600,303.900,7396.000,0.000,0.000,0.000
reverse,standard_quicksort,700,369.600,9127.000,0.000,0.000,0.000
reverse,standard_quicksort,800,422.267,10575.000,0.000,0.000,0.000
reverse,standard_quicksort,900,504.333,11988.000,0.000,0.000,0.000
reverse,standard_quicksort,1000,545.433,13476.000,0.000,0.000,0.000
reverse,standard_quicksort,1100,598.933,14866.000,0.000,0.000,0.000
reverse,standard_quicksort,1200,668.333,16307.000,0.000,0.000,0.000
reverse,standard_quicksort,1300,723.667,18068.000,0.000,0.000,0.000
reverse,standard_quicksort,1400,792.633,19832.000,0.000,0.000,0.000
reverse,standard_quicksort,1500,895.133,21354.000,0.000,0.000,0.000
reverse,standard_quicksort,1600,966.667,22909.000,0.000,0.000,0.000
reverse,standard_quicksort,1700,983.033,24507.000,0.000,0.000,0.000
reverse,standard_quicksort,1800,1098.867,25971.000,0.000,0.000,0.000
reverse,standard_quicksort,1900,1112.000,27733.000,0.000,0.000,0.000
reverse,standard_quicksort,2000,1217.867,29353.000,0.000,0.000,0.000
reverse,standard_quicksort,2100,1304.567,30994.000,0.000,0.000,0.000
reverse,standard_quicksort,2200,1400.233,32378.000,0.000,0.000,0.000
reverse,standard_quicksort,2300,1383.000,33856.000,0.000,0.000,0.000
reverse,standard_quicksort,2400,1434.633,35346.000,0.000,0.000,0.000
reverse,standard_quicksort,2500,1475.433,36787.000,0.000,0.000,0.000
reverse,standard_quicksort,2600,1638.233,38960.000,0.000,0.000,0.000
reverse,standard_quicksort,2700,1696.400,40673.000,0.000,0.000,0.000
reverse,standard_quicksort,2800,1767.700,42721.000,0.000,0.000,0.000
reverse,standard_quicksort,2900,1742.967,44138.000,0.000,0.000,0.000
reverse,standard_quicksort,3000,1844.067,46028.000,0.000,0.000,0.000
reverse,string_quicksort,100,15.267,896.000,649.000,0.000,0.000
reverse,string_quicksort,200,34.700,1893.000,1399.000,0.000,0.000
reverse,string_quicksort,300,59.233,3156.000,2242.000,0.000,0.000
reverse,string_quicksort,400,90.800,4423.000,3194.000,0.000,0.000
reverse,string_quicksort,500,110.333,5616.000,4018.000,0.000,0.000
reverse,string_quicksort,600,137.367,6979.000,4980.000,0.000,0.000
reverse,string_quicksort,700,164.733,8382.000,5960.000,0.000,0.000
reverse,string_quicksort,800,183.200,9588.000,6900.000,0.000,0.000
reverse,string_quicksort,900,230.167,10806.000,7780.000,0.000,0.000
reverse,string_quicksort,1000,240.367,12250.000,8837.000,0.000,0.000
reverse,string_quicksort,1100,269.233,14002.000,9980.000,0.000,0.000
reverse,string_quicksort,1200,300.333,15432.000,10970.000,0.000,0.000
reverse,string_quicksort,1300,335.367,16957.000,12058.000,0.000,0.000
reverse,string_quicksort,1400,355.633,18328.000,13027.000,0.000,0.000
reverse,string_quicksort,1500,393.200,20116.000,14305.000,0.000,0.000
reverse,string_quicksort,1600,428.067,21417.000,15324.000,0.000,0.000
reverse,string_quicksort,1700,465.933,23024.000,16470.000,0.000,0.000
reverse,string_quicksort,1800,504.067,24240.000,17409.000,0.000,0.000
reverse,string_quicksort,1900,493.233,25641.000,18411.000,0.000,0.000
reverse,string_quicksort,2000,519.100,27165.000,19393.000,0.000,0.000
reverse,string_quicksort,2100,574.433,28899.000,20620.000,0.000,0.000
reverse,string_quicksort,2200,600.333,30782.000,21845.000,0.000,0.000
reverse,string_quicksort,2300,619.867,32564.000,23192.000,0.000,0.000
reverse,string_quicksort,2400,654.200,34112.000,24162.000,0.000,0.000
reverse,string_quicksort,2500,694.367,35792.000,25368.000,0.000,0.000
reverse,string_quicksort,2600,763.667,37587.000,26546.000,0.000,0.000
reverse,string_quicksort,2700,756.900,39071.000,27676.000,0.000,0.000
reverse,string_quicksort,2800,770.333,40302.000,28610.000,0.000,0.000
reverse,string_quicksort,2900,812.567,42076.000,29831.000,0.000,0.000
reverse,string_quicksort,3000,838.733,43901.000,31146.000,0.000,0.000
