dataset,algorithm,size,run,time_us,char_comparisons,char_inspections,radix_calls,quick_switches
random,standard_quicksort,100,1,49,933,0,0,0
random,standard_quicksort,100,2,58,933,0,0,0
random,standard_quicksort,100,3,45,933,0,0,0
random,standard_quicksort,100,4,45,933,0,0,0
random,standard_quicksort,100,5,44,933,0,0,0
random,standard_quicksort,100,6,44,933,0,0,0
random,standard_quicksort,100,7,44,933,0,0,0
random,standard_quicksort,100,8,44,933,0,0,0
random,standard_quicksort,100,9,44,933,0,0,0
random,standard_quicksort,100,10,44,933,0,0,0
random,standard_quicksort,100,11,44,933,0,0,0
random,standard_quicksort,100,12,44,933,0,0,0
random,standard_quicksort,100,13,44,933,0,0,0
random,standard_quicksort,100,14,44,933,0,0,0
random,standard_quicksort,100,15,44,933,0,0,0
random,standard_quicksort,100,16,44,933,0,0,0
random,standard_quicksort,100,17,44,933,0,0,0
random,standard_quicksort,100,18,44,933,0,0,0
random,standard_quicksort,100,19,44,933,0,0,0
random,standard_quicksort,100,20,44,933,0,0,0
random,standard_quicksort,100,21,44,933,0,0,0
random,standard_quicksort,100,22,44,933,0,0,0
random,standard_quicksort,100,23,44,933,0,0,0
random,standard_quicksort,100,24,44,933,0,0,0
random,standard_quicksort,100,25,44,933,0,0,0
random,standard_quicksort,100,26,44,933,0,0,0
random,standard_quicksort,100,27,44,933,0,0,0
random,standard_quicksort,100,28,44,933,0,0,0
random,standard_quicksort,100,29,44,933,0,0,0
random,standard_quicksort,100,30,44,933,0,0,0
random,standard_mergesort,100,1,63,602,0,0,0
random,standard_mergesort,100,2,52,602,0,0,0
random,standard_mergesort,100,3,48,602,0,0,0
random,standard_mergesort,100,4,45,602,0,0,0
random,standard_mergesort,100,5,44,602,0,0,0
random,standard_mergesort,100,6,43,602,0,0,0
random,standard_mergesort,100,7,43,602,0,0,0
random,standard_mergesort,100,8,42,602,0,0,0
random,standard_mergesort,100,9,42,602,0,0,0
random,standard_mergesort,100,10,42,602,0,0,0
random,standard_mergesort,100,11,42,602,0,0,0
random,standard_mergesort,100,12,42,602,0,0,0
random,standard_mergesort,100,13,42,602,0,0,0
random,standard_mergesort,100,14,42,602,0,0,0
random,standard_mergesort,100,15,42,602,0,0,0
random,standard_mergesort,100,16,42,602,0,0,0
random,standard_mergesort,100,17,42,602,0,0,0
random,standard_mergesort,100,18,42,602,0,0,0
random,standard_mergesort,100,19,42,602,0,0,0
random,standard_mergesort,100,20,42,602,0,0,0
random,standard_mergesort,100,21,42,602,0,0,0
random,standard_mergesort,100,22,42,602,0,0,0
random,standard_mergesort,100,23,42,602,0,0,0
random,standard_mergesort,100,24,42,602,0,0,0
random,standard_mergesort,100,25,42,602,0,0,0
random,standard_mergesort,100,26,42,602,0,0,0
random,standard_mergesort,100,27,42,602,0,0,0
random,standard_mergesort,100,28,42,602,0,0,0
random,standard_mergesort,100,29,42,602,0,0,0
random,standard_mergesort,100,30,42,602,0,0,0
random,string_quicksort,100,1,26,1064,771,0,0
random,string_quicksort,100,2,23,1064,771,0,0
random,string_quicksort,100,3,23,1064,771,0,0
random,string_quicksort,100,4,23,1064,771,0,0
random,string_quicksort,100,5,23,1064,771,0,0
random,string_quicksort,100,6,23,1064,771,0,0
random,string_quicksort,100,7,23,1064,771,0,0
random,string_quicksort,100,8,23,1064,771,0,0
random,string_quicksort,100,9,23,1064,771,0,0
random,string_quicksort,100,10,23,1064,771,0,0
random,string_quicksort,100,11,23,1064,771,0,0
random,string_quicksort,100,12,23,1064,771,0,0
random,string_quicksort,100,13,23,1064,771,0,0
random,string_quicksort,100,14,23,1064,771,0,0
random,string_quicksort,100,15,27,1064,771,0,0
random,string_quicksort,100,16,23,1064,771,0,0
random,string_quicksort,100,17,23,1064,771,0,0
random,string_quicksort,100,18,23,1064,771,0,0
random,string_quicksort,100,19,23,1064,771,0,0
random,string_quicksort,100,20,23,1064,771,0,0
random,string_quicksort,100,21,23,1064,771,0,0
random,string_quicksort,100,22,23,1064,771,0,0
random,string_quicksort,100,23,23,1064,771,0,0
random,string_quicksort,100,24,23,1064,771,0,0
random,string_quicksort,100,25,23,1064,771,0,0
random,string_quicksort,100,26,23,1064,771,0,0
random,string_quicksort,100,27,23,1064,771,0,0
random,string_quicksort,100,28,23,1064,771,0,0
random,string_quicksort,100,29,23,1064,771,0,0
random,string_quicksort,100,30,23,1064,771,0,0
random,lcp_mergesort,100,1,63,1146,0,0,0
random,lcp_mergesort,100,2,56,1146,0,0,0
random,lcp_mergesort,100,3,52,1146,0,0,0
random,lcp_mergesort,100,4,50,1146,0,0,0
random,lcp_mergesort,100,5,50,1146,0,0,0
random,lcp_mergesort,100,6,49,1146,0,0,0
random,lcp_mergesort,100,7,49,1146,0,0,0
random,lcp_mergesort,100,8,49,1146,0,0,0
random,lcp_mergesort,100,9,49,1146,0,0,0
random,lcp_mergesort,100,10,49,1146,0,0,0
random,lcp_mergesort,100,11,49,1146,0,0,0
random,lcp_mergesort,100,12,49,1146,0,0,0
random,lcp_mergesort,100,13,49,1146,0,0,0
random,lcp_mergesort,100,14,49,1146,0,0,0
random,lcp_mergesort,100,15,49,1146,0,0,0
random,lcp_mergesort,100,16,49,1146,0,0,0
random,lcp_mergesort,100,17,49,1146,0,0,0
random,lcp_mergesort,100,18,49,1146,0,0,0
random,lcp_mergesort,100,19,49,1146,0,0,0
random,lcp_mergesort,100,20,49,1146,0,0,0
random,lcp_mergesort,100,21,49,1146,0,0,0
random,lcp_mergesort,100,22,49,1146,0,0,0
random,lcp_mergesort,100,23,49,1146,0,0,0
random,lcp_mergesort,100,24,49,1146,0,0,0
random,lcp_mergesort,100,25,49,1146,0,0,0
random,lcp_mergesort,100,26,49,1146,0,0,0
random,lcp_mergesort,100,27,49,1146,0,0,0
random,lcp_mergesort,100,28,49,1146,0,0,0
random,lcp_mergesort,100,29,52,1146,0,0,0
random,lcp_mergesort,100,30,58,1146,0,0,0
random,msd_radix_sort,100,1,72,0,350,31,0
random,msd_radix_sort,100,2,65,0,350,31,0
random,msd_radix_sort,100,3,64,0,350,31,0
random,msd_radix_sort,100,4,64,0,350,31,0
random,msd_radix_sort,100,5,63,0,350,31,0
random,msd_radix_sort,100,6,63,0,350,31,0
random,msd_radix_sort,100,7,63,0,350,31,0
random,msd_radix_sort,100,8,68,0,350,31,0
random,msd_radix_sort,100,9,68,0,350,31,0
random,msd_radix_sort,100,10,67,0,350,31,0
random,msd_radix_sort,100,11,68,0,350,31,0
random,msd_radix_sort,100,12,68,0,350,31,0
random,msd_radix_sort,100,13,69,0,350,31,0
random,msd_radix_sort,100,14,68,0,350,31,0
random,msd_radix_sort,100,15,68,0,350,31,0
random,msd_radix_sort,100,16,68,0,350,31,0
random,msd_radix_sort,100,17,68,0,350,31,0
random,msd_radix_sort,100,18,68,0,350,31,0
random,msd_radix_sort,100,19,67,0,350,31,0
random,msd_radix_sort,100,20,67,0,350,31,0
random,msd_radix_sort,100,21,67,0,350,31,0
random,msd_radix_sort,100,22,67,0,350,31,0
random,msd_radix_sort,100,23,67,0,350,31,0
random,msd_radix_sort,100,24,67,0,350,31,0
random,msd_radix_sort,100,25,67,0,350,31,0
random,msd_radix_sort,100,26,70,0,350,31,0
random,msd_radix_sort,100,27,67,0,350,31,0
random,msd_radix_sort,100,28,68,0,350,31,0
random,msd_radix_sort,100,29,67,0,350,31,0
random,msd_radix_sort,100,30,68,0,350,31,0
random,quick_msd_radix_sort,100,1,21,83,303,1,30
random,quick_msd_radix_sort,100,2,17,83,303,1,30
random,quick_msd_radix_sort,100,3,15,83,303,1,30
random,quick_msd_radix_sort,100,4,15,83,303,1,30
random,quick_msd_radix_sort,100,5,15,83,303,1,30
random,quick_msd_radix_sort,100,6,14,83,303,1,30
random,quick_msd_radix_sort,100,7,14,83,303,1,30
random,quick_msd_radix_sort,100,8,14,83,303,1,30
random,quick_msd_radix_sort,100,9,15,83,303,1,30
random,quick_msd_radix_sort,100,10,14,83,303,1,30
random,quick_msd_radix_sort,100,11,14,83,303,1,30
random,quick_msd_radix_sort,100,12,14,83,303,1,30
random,quick_msd_radix_sort,100,13,14,83,303,1,30
random,quick_msd_radix_sort,100,14,14,83,303,1,30
random,quick_msd_radix_sort,100,15,14,83,303,1,30
random,quick_msd_radix_sort,100,16,14,83,303,1,30
random,quick_msd_radix_sort,100,17,14,83,303,1,30
random,quick_msd_radix_sort,100,18,14,83,303,1,30
random,quick_msd_radix_sort,100,19,14,83,303,1,30
random,quick_msd_radix_sort,100,20,14,83,303,1,30
random,quick_msd_radix_sort,100,21,14,83,303,1,30
random,quick_msd_radix_sort,100,22,14,83,303,1,30
random,quick_msd_radix_sort,100,23,14,83,303,1,30
random,quick_msd_radix_sort,100,24,14,83,303,1,30
random,quick_msd_radix_sort,100,25,14,83,303,1,30
random,quick_msd_radix_sort,100,26,14,83,303,1,30
random,quick_msd_radix_sort,100,27,14,83,303,1,30
random,quick_msd_radix_sort,100,28,14,83,303,1,30
random,quick_msd_radix_sort,100,29,14,83,303,1,30
random,quick_msd_radix_sort,100,30,14,83,303,1,30
random,standard_quicksort,200,1,88,1831,0,0,0
random,standard_quicksort,200,2,86,1831,0,0,0
random,standard_quicksort,200,3,86,1831,0,0,0
random,standard_quicksort,200,4,85,1831,0,0,0
random,standard_quicksort,200,5,84,1831,0,0,0
random,standard_quicksort,200,6,84,1831,0,0,0
random,standard_quicksort,200,7,84,1831,0,0,0
random,standard_quicksort,200,8,84,1831,0,0,0
random,standard_quicksort,200,9,84,1831,0,0,0
random,standard_quicksort,200,10,84,1831,0,0,0
random,standard_quicksort,200,11,84,1831,0,0,0
random,standard_quicksort,200,12,84,1831,0,0,0
random,standard_quicksort,200,13,84,1831,0,0,0
random,standard_quicksort,200,14,84,1831,0,0,0
random,standard_quicksort,200,15,84,1831,0,0,0
random,standard_quicksort,200,16,84,1831,0,0,0
random,standard_quicksort,200,17,84,1831,0,0,0
random,standard_quicksort,200,18,84,1831,0,0,0
random,standard_quicksort,200,19,84,1831,0,0,0
random,standard_quicksort,200,20,84,1831,0,0,0
random,standard_quicksort,200,21,84,1831,0,0,0
random,standard_quicksort,200,22,84,1831,0,0,0
random,standard_quicksort,200,23,84,1831,0,0,0
random,standard_quicksort,200,24,84,1831,0,0,0
random,standard_quicksort,200,25,84,1831,0,0,0
random,standard_quicksort,200,26,84,1831,0,0,0
random,standard_quicksort,200,27,84,1831,0,0,0
random,standard_quicksort,200,28,84,1831,0,0,0
random,standard_quicksort,200,29,84,1831,0,0,0
random,standard_quicksort,200,30,84,1831,0,0,0
random,standard_mergesort,200,1,126,1511,0,0,0
random,standard_mergesort,200,2,115,1511,0,0,0
random,standard_mergesort,200,3,111,1511,0,0,0
random,standard_mergesort,200,4,107,1511,0,0,0
random,standard_mergesort,200,5,105,1511,0,0,0
random,standard_mergesort,200,6,104,1511,0,0,0
random,standard_mergesort,200,7,103,1511,0,0,0
random,standard_mergesort,200,8,103,1511,0,0,0
random,standard_mergesort,200,9,119,1511,0,0,0
random,standard_mergesort,200,10,108,1511,0,0,0
random,standard_mergesort,200,11,103,1511,0,0,0
random,standard_mergesort,200,12,103,1511,0,0,0
random,standard_mergesort,200,13,102,1511,0,0,0
random,standard_mergesort,200,14,102,1511,0,0,0
random,standard_mergesort,200,15,105,1511,0,0,0
random,standard_mergesort,200,16,109,1511,0,0,0
random,standard_mergesort,200,17,102,1511,0,0,0
random,standard_mergesort,200,18,102,1511,0,0,0
random,standard_mergesort,200,19,102,1511,0,0,0
random,standard_mergesort,200,20,102,1511,0,0,0
random,standard_mergesort,200,21,102,1511,0,0,0
random,standard_mergesort,200,22,101,1511,0,0,0
random,standard_mergesort,200,23,102,1511,0,0,0
random,standard_mergesort,200,24,101,1511,0,0,0
random,standard_mergesort,200,25,101,1511,0,0,0
random,standard_mergesort,200,26,101,1511,0,0,0
random,standard_mergesort,200,27,102,1511,0,0,0
random,standard_mergesort,200,28,101,1511,0,0,0
random,standard_mergesort,200,29,102,1511,0,0,0
random,standard_mergesort,200,30,102,1511,0,0,0
random,string_quicksort,200,1,46,1965,1545,0,0
random,string_quicksort,200,2,44,1965,1545,0,0
random,string_quicksort,200,3,43,1965,1545,0,0
random,string_quicksort,200,4,43,1965,1545,0,0
random,string_quicksort,200,5,43,1965,1545,0,0
random,string_quicksort,200,6,43,1965,1545,0,0
random,string_quicksort,200,7,43,1965,1545,0,0
random,string_quicksort,200,8,43,1965,1545,0,0
random,string_quicksort,200,9,45,1965,1545,0,0
random,string_quicksort,200,10,52,1965,1545,0,0
random,string_quicksort,200,11,46,1965,1545,0,0
random,string_quicksort,200,12,46,1965,1545,0,0
random,string_quicksort,200,13,46,1965,1545,0,0
random,string_quicksort,200,14,46,1965,1545,0,0
random,string_quicksort,200,15,46,1965,1545,0,0
random,string_quicksort,200,16,46,1965,1545,0,0
random,string_quicksort,200,17,46,1965,1545,0,0
random,string_quicksort,200,18,46,1965,1545,0,0
random,string_quicksort,200,19,51,1965,1545,0,0
random,string_quicksort,200,20,48,1965,1545,0,0
random,string_quicksort,200,21,46,1965,1545,0,0
random,string_quicksort,200,22,46,1965,1545,0,0
random,string_quicksort,200,23,46,1965,1545,0,0
random,string_quicksort,200,24,46,1965,1545,0,0
random,string_quicksort,200,25,46,1965,1545,0,0
random,string_quicksort,200,26,46,1965,1545,0,0
random,string_quicksort,200,27,46,1965,1545,0,0
random,string_quicksort,200,28,46,1965,1545,0,0
random,string_quicksort,200,29,46,1965,1545,0,0
random,string_quicksort,200,30,46,1965,1545,0,0
random,lcp_mergesort,200,1,143,2801,0,0,0
random,lcp_mergesort,200,2,136,2801,0,0,0
random,lcp_mergesort,200,3,123,2801,0,0,0
random,lcp_mergesort,200,4,123,2801,0,0,0
random,lcp_mergesort,200,5,118,2801,0,0,0
random,lcp_mergesort,200,6,117,2801,0,0,0
random,lcp_mergesort,200,7,117,2801,0,0,0
random,lcp_mergesort,200,8,116,2801,0,0,0
random,lcp_mergesort,200,9,116,2801,0,0,0
random,lcp_mergesort,200,10,116,2801,0,0,0
random,lcp_mergesort,200,11,116,2801,0,0,0
random,lcp_mergesort,200,12,115,2801,0,0,0
random,lcp_mergesort,200,13,118,2801,0,0,0
random,lcp_mergesort,200,14,115,2801,0,0,0
random,lcp_mergesort,200,15,115,2801,0,0,0
random,lcp_mergesort,200,16,119,2801,0,0,0
random,lcp_mergesort,200,17,123,2801,0,0,0
random,lcp_mergesort,200,18,115,2801,0,0,0
random,lcp_mergesort,200,19,116,2801,0,0,0
random,lcp_mergesort,200,20,115,2801,0,0,0
random,lcp_mergesort,200,21,115,2801,0,0,0
random,lcp_mergesort,200,22,115,2801,0,0,0
random,lcp_mergesort,200,23,115,2801,0,0,0
random,lcp_mergesort,200,24,115,2801,0,0,0
random,lcp_mergesort,200,25,115,2801,0,0,0
random,lcp_mergesort,200,26,115,2801,0,0,0
random,lcp_mergesort,200,27,115,2801,0,0,0
random,lcp_mergesort,200,28,115,2801,0,0,0
random,lcp_mergesort,200,29,115,2801,0,0,0
random,lcp_mergesort,200,30,115,2801,0,0,0
random,msd_radix_sort,200,1,133,0,792,59,0
random,msd_radix_sort,200,2,129,0,792,59,0
random,msd_radix_sort,200,3,134,0,792,59,0
random,msd_radix_sort,200,4,135,0,792,59,0
random,msd_radix_sort,200,5,137,0,792,59,0
random,msd_radix_sort,200,6,134,0,792,59,0
random,msd_radix_sort,200,7,134,0,792,59,0
random,msd_radix_sort,200,8,133,0,792,59,0
random,msd_radix_sort,200,9,133,0,792,59,0
random,msd_radix_sort,200,10,133,0,792,59,0
random,msd_radix_sort,200,11,133,0,792,59,0
random,msd_radix_sort,200,12,133,0,792,59,0
random,msd_radix_sort,200,13,133,0,792,59,0
random,msd_radix_sort,200,14,133,0,792,59,0
random,msd_radix_sort,200,15,132,0,792,59,0
random,msd_radix_sort,200,16,133,0,792,59,0
random,msd_radix_sort,200,17,133,0,792,59,0
random,msd_radix_sort,200,18,136,0,792,59,0
random,msd_radix_sort,200,19,133,0,792,59,0
random,msd_radix_sort,200,20,133,0,792,59,0
random,msd_radix_sort,200,21,133,0,792,59,0
random,msd_radix_sort,200,22,133,0,792,59,0
random,msd_radix_sort,200,23,133,0,792,59,0
random,msd_radix_sort,200,24,133,0,792,59,0
random,msd_radix_sort,200,25,133,0,792,59,0
random,msd_radix_sort,200,26,137,0,792,59,0
random,msd_radix_sort,200,27,144,0,792,59,0
random,msd_radix_sort,200,28,133,0,792,59,0
random,msd_radix_sort,200,29,133,0,792,59,0
random,msd_radix_sort,200,30,133,0,792,59,0
random,quick_msd_radix_sort,200,1,39,321,728,1,56
random,quick_msd_radix_sort,200,2,34,321,728,1,56
random,quick_msd_radix_sort,200,3,33,321,728,1,56
random,quick_msd_radix_sort,200,4,32,321,728,1,56
random,quick_msd_radix_sort,200,5,31,321,728,1,56
random,quick_msd_radix_sort,200,6,31,321,728,1,56
random,quick_msd_radix_sort,200,7,31,321,728,1,56
random,quick_msd_radix_sort,200,8,31,321,728,1,56
random,quick_msd_radix_sort,200,9,31,321,728,1,56
random,quick_msd_radix_sort,200,10,30,321,728,1,56
random,quick_msd_radix_sort,200,11,29,321,728,1,56
random,quick_msd_radix_sort,200,12,29,321,728,1,56
random,quick_msd_radix_sort,200,13,29,321,728,1,56
random,quick_msd_radix_sort,200,14,29,321,728,1,56
random,quick_msd_radix_sort,200,15,29,321,728,1,56
random,quick_msd_radix_sort,200,16,29,321,728,1,56
random,quick_msd_radix_sort,200,17,29,321,728,1,56
random,quick_msd_radix_sort,200,18,29,321,728,1,56
random,quick_msd_radix_sort,200,19,29,321,728,1,56
random,quick_msd_radix_sort,200,20,29,321,728,1,56
random,quick_msd_radix_sort,200,21,29,321,728,1,56
random,quick_msd_radix_sort,200,22,29,321,728,1,56
random,quick_msd_radix_sort,200,23,29,321,728,1,56
random,quick_msd_radix_sort,200,24,29,321,728,1,56
random,quick_msd_radix_sort,200,25,29,321,728,1,56
random,quick_msd_radix_sort,200,26,29,321,728,1,56
random,quick_msd_radix_sort,200,27,29,321,728,1,56
random,quick_msd_radix_sort,200,28,29,321,728,1,56
random,quick_msd_radix_sort,200,29,29,321,728,1,56
random,quick_msd_radix_sort,200,30,29,321,728,1,56
random,standard_quicksort,300,1,149,3100,0,0,0
random,standard_quicksort,300,2,147,3100,0,0,0
random,standard_quicksort,300,3,146,3100,0,0,0
random,standard_quicksort,300,4,148,3100,0,0,0
random,standard_quicksort,300,5,145,3100,0,0,0
random,standard_quicksort,300,6,145,3100,0,0,0
random,standard_quicksort,300,7,145,3100,0,0,0
random,standard_quicksort,300,8,145,3100,0,0,0
random,standard_quicksort,300,9,145,3100,0,0,0
random,standard_quicksort,300,10,145,3100,0,0,0
random,standard_quicksort,300,11,145,3100,0,0,0
random,standard_quicksort,300,12,145,3100,0,0,0
random,standard_quicksort,300,13,145,3100,0,0,0
random,standard_quicksort,300,14,144,3100,0,0,0
random,standard_quicksort,300,15,144,3100,0,0,0
random,standard_quicksort,300,16,147,3100,0,0,0
random,standard_quicksort,300,17,144,3100,0,0,0
random,standard_quicksort,300,18,144,3100,0,0,0
random,standard_quicksort,300,19,145,3100,0,0,0
random,standard_quicksort,300,20,144,3100,0,0,0
random,standard_quicksort,300,21,144,3100,0,0,0
random,standard_quicksort,300,22,144,3100,0,0,0
random,standard_quicksort,300,23,144,3100,0,0,0
random,standard_quicksort,300,24,144,3100,0,0,0
random,standard_quicksort,300,25,155,3100,0,0,0
random,standard_quicksort,300,26,155,3100,0,0,0
random,standard_quicksort,300,27,155,3100,0,0,0
random,standard_quicksort,300,28,160,3100,0,0,0
random,standard_quicksort,300,29,155,3100,0,0,0
random,standard_quicksort,300,30,155,3100,0,0,0
random,standard_mergesort,300,1,226,2529,0,0,0
random,standard_mergesort,300,2,208,2529,0,0,0
random,standard_mergesort,300,3,184,2529,0,0,0
random,standard_mergesort,300,4,177,2529,0,0,0
random,standard_mergesort,300,5,174,2529,0,0,0
random,standard_mergesort,300,6,172,2529,0,0,0
random,standard_mergesort,300,7,171,2529,0,0,0
random,standard_mergesort,300,8,170,2529,0,0,0
random,standard_mergesort,300,9,175,2529,0,0,0
random,standard_mergesort,300,10,169,2529,0,0,0
random,standard_mergesort,300,11,169,2529,0,0,0
random,standard_mergesort,300,12,169,2529,0,0,0
random,standard_mergesort,300,13,169,2529,0,0,0
random,standard_mergesort,300,14,169,2529,0,0,0
random,standard_mergesort,300,15,169,2529,0,0,0
random,standard_mergesort,300,16,172,2529,0,0,0
random,standard_mergesort,300,17,169,2529,0,0,0
random,standard_mergesort,300,18,169,2529,0,0,0
random,standard_mergesort,300,19,172,2529,0,0,0
random,standard_mergesort,300,20,169,2529,0,0,0
random,standard_mergesort,300,21,192,2529,0,0,0
random,standard_mergesort,300,22,201,2529,0,0,0
random,standard_mergesort,300,23,172,2529,0,0,0
random,standard_mergesort,300,24,170,2529,0,0,0
random,standard_mergesort,300,25,169,2529,0,0,0
random,standard_mergesort,300,26,169,2529,0,0,0
random,standard_mergesort,300,27,169,2529,0,0,0
random,standard_mergesort,300,28,168,2529,0,0,0
random,standard_mergesort,300,29,172,2529,0,0,0
random,standard_mergesort,300,30,169,2529,0,0,0
random,string_quicksort,300,1,78,3462,2555,0,0
random,string_quicksort,300,2,75,3462,2555,0,0
random,string_quicksort,300,3,75,3462,2555,0,0
random,string_quicksort,300,4,75,3462,2555,0,0
random,string_quicksort,300,5,75,3462,2555,0,0
random,string_quicksort,300,6,75,3462,2555,0,0
random,string_quicksort,300,7,77,3462,2555,0,0
random,string_quicksort,300,8,80,3462,2555,0,0
random,string_quicksort,300,9,80,3462,2555,0,0
random,string_quicksort,300,10,80,3462,2555,0,0
random,string_quicksort,300,11,80,3462,2555,0,0
random,string_quicksort,300,12,80,3462,2555,0,0
random,string_quicksort,300,13,83,3462,2555,0,0
random,string_quicksort,300,14,80,3462,2555,0,0
random,string_quicksort,300,15,80,3462,2555,0,0
random,string_quicksort,300,16,80,3462,2555,0,0
random,string_quicksort,300,17,80,3462,2555,0,0
random,string_quicksort,300,18,83,3462,2555,0,0
random,string_quicksort,300,19,80,3462,2555,0,0
random,string_quicksort,300,20,80,3462,2555,0,0
random,string_quicksort,300,21,80,3462,2555,0,0
random,string_quicksort,300,22,80,3462,2555,0,0
random,string_quicksort,300,23,80,3462,2555,0,0
random,string_quicksort,300,24,80,3462,2555,0,0
random,string_quicksort,300,25,80,3462,2555,0,0
random,string_quicksort,300,26,80,3462,2555,0,0
random,string_quicksort,300,27,80,3462,2555,0,0
random,string_quicksort,300,28,74,3462,2555,0,0
random,string_quicksort,300,29,74,3462,2555,0,0
random,string_quicksort,300,30,75,3462,2555,0,0
random,lcp_mergesort,300,1,223,4630,0,0,0
random,lcp_mergesort,300,2,213,4630,0,0,0
random,lcp_mergesort,300,3,205,4630,0,0,0
random,lcp_mergesort,300,4,202,4630,0,0,0
random,lcp_mergesort,300,5,195,4630,0,0,0
random,lcp_mergesort,300,6,193,4630,0,0,0
random,lcp_mergesort,300,7,192,4630,0,0,0
random,lcp_mergesort,300,8,191,4630,0,0,0
random,lcp_mergesort,300,9,191,4630,0,0,0
random,lcp_mergesort,300,10,193,4630,0,0,0
random,lcp_mergesort,300,11,194,4630,0,0,0
random,lcp_mergesort,300,12,192,4630,0,0,0
random,lcp_mergesort,300,13,194,4630,0,0,0
random,lcp_mergesort,300,14,196,4630,0,0,0
random,lcp_mergesort,300,15,190,4630,0,0,0
random,lcp_mergesort,300,16,189,4630,0,0,0
random,lcp_mergesort,300,17,189,4630,0,0,0
random,lcp_mergesort,300,18,199,4630,0,0,0
random,lcp_mergesort,300,19,190,4630,0,0,0
random,lcp_mergesort,300,20,202,4630,0,0,0
random,lcp_mergesort,300,21,190,4630,0,0,0
random,lcp_mergesort,300,22,190,4630,0,0,0
random,lcp_mergesort,300,23,193,4630,0,0,0
random,lcp_mergesort,300,24,190,4630,0,0,0
random,lcp_mergesort,300,25,189,4630,0,0,0
random,lcp_mergesort,300,26,202,4630,0,0,0
random,lcp_mergesort,300,27,190,4630,0,0,0
random,lcp_mergesort,300,28,191,4630,0,0,0
random,lcp_mergesort,300,29,195,4630,0,0,0
random,lcp_mergesort,300,30,206,4630,0,0,0
random,msd_radix_sort,300,1,198,0,1226,78,0
random,msd_radix_sort,300,2,196,0,1226,78,0
random,msd_radix_sort,300,3,189,0,1226,78,0
random,msd_radix_sort,300,4,186,0,1226,78,0
random,msd_radix_sort,300,5,184,0,1226,78,0
random,msd_radix_sort,300,6,186,0,1226,78,0
random,msd_radix_sort,300,7,182,0,1226,78,0
random,msd_radix_sort,300,8,182,0,1226,78,0
random,msd_radix_sort,300,9,181,0,1226,78,0
random,msd_radix_sort,300,10,182,0,1226,78,0
random,msd_radix_sort,300,11,181,0,1226,78,0
random,msd_radix_sort,300,12,181,0,1226,78,0
random,msd_radix_sort,300,13,182,0,1226,78,0
random,msd_radix_sort,300,14,181,0,1226,78,0
random,msd_radix_sort,300,15,182,0,1226,78,0
random,msd_radix_sort,300,16,181,0,1226,78,0
random,msd_radix_sort,300,17,181,0,1226,78,0
random,msd_radix_sort,300,18,181,0,1226,78,0
random,msd_radix_sort,300,19,181,0,1226,78,0
random,msd_radix_sort,300,20,182,0,1226,78,0
random,msd_radix_sort,300,21,182,0,1226,78,0
random,msd_radix_sort,300,22,181,0,1226,78,0
random,msd_radix_sort,300,23,181,0,1226,78,0
random,msd_radix_sort,300,24,181,0,1226,78,0
random,msd_radix_sort,300,25,182,0,1226,78,0
random,msd_radix_sort,300,26,182,0,1226,78,0
random,msd_radix_sort,300,27,182,0,1226,78,0
random,msd_radix_sort,300,28,181,0,1226,78,0
random,msd_radix_sort,300,29,182,0,1226,78,0
random,msd_radix_sort,300,30,181,0,1226,78,0
random,quick_msd_radix_sort,300,1,57,623,1191,1,68
random,quick_msd_radix_sort,300,2,54,623,1191,1,68
random,quick_msd_radix_sort,300,3,55,623,1191,1,68
random,quick_msd_radix_sort,300,4,47,623,1191,1,68
random,quick_msd_radix_sort,300,5,46,623,1191,1,68
random,quick_msd_radix_sort,300,6,46,623,1191,1,68
random,quick_msd_radix_sort,300,7,46,623,1191,1,68
random,quick_msd_radix_sort,300,8,45,623,1191,1,68
random,quick_msd_radix_sort,300,9,45,623,1191,1,68
random,quick_msd_radix_sort,300,10,45,623,1191,1,68
random,quick_msd_radix_sort,300,11,45,623,1191,1,68
random,quick_msd_radix_sort,300,12,45,623,1191,1,68
random,quick_msd_radix_sort,300,13,45,623,1191,1,68
random,quick_msd_radix_sort,300,14,45,623,1191,1,68
random,quick_msd_radix_sort,300,15,45,623,1191,1,68
random,quick_msd_radix_sort,300,16,45,623,1191,1,68
random,quick_msd_radix_sort,300,17,45,623,1191,1,68
random,quick_msd_radix_sort,300,18,45,623,1191,1,68
random,quick_msd_radix_sort,300,19,45,623,1191,1,68
random,quick_msd_radix_sort,300,20,45,623,1191,1,68
random,quick_msd_radix_sort,300,21,45,623,1191,1,68
random,quick_msd_radix_sort,300,22,45,623,1191,1,68
random,quick_msd_radix_sort,300,23,45,623,1191,1,68
random,quick_msd_radix_sort,300,24,45,623,1191,1,68
random,quick_msd_radix_sort,300,25,45,623,1191,1,68
random,quick_msd_radix_sort,300,26,45,623,1191,1,68
random,quick_msd_radix_sort,300,27,48,623,1191,1,68
random,quick_msd_radix_sort,300,28,54,623,1191,1,68
random,quick_msd_radix_sort,300,29,45,623,1191,1,68
random,quick_msd_radix_sort,300,30,45,623,1191,1,68
random,standard_quicksort,400,1,207,4367,0,0,0
random,standard_quicksort,400,2,206,4367,0,0,0
random,standard_quicksort,400,3,206,4367,0,0,0
random,standard_quicksort,400,4,205,4367,0,0,0
random,standard_quicksort,400,5,203,4367,0,0,0
