dataset,algorithm,size,run,time_us,char_comparisons,char_inspections,radix_calls,quick_switches
prefix_25,quick_msd_radix_sort,2000,14,2716,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,15,2689,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,16,2695,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,17,2729,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,18,2685,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,19,2684,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,20,2725,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,21,2688,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,22,2691,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,23,2695,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,24,2687,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,25,2689,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,26,2694,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,27,2691,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,28,2656,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,29,2695,12392,113506,26,74
prefix_25,quick_msd_radix_sort,2000,30,2687,12392,113506,26,74
prefix_25,standard_quicksort,2100,1,12591,652678,0,0,0
prefix_25,standard_quicksort,2100,2,13039,652678,0,0,0
prefix_25,standard_quicksort,2100,3,12879,652678,0,0,0
prefix_25,standard_quicksort,2100,4,12751,652678,0,0,0
prefix_25,standard_quicksort,2100,5,12586,652678,0,0,0
prefix_25,standard_quicksort,2100,6,12524,652678,0,0,0
prefix_25,standard_quicksort,2100,7,12625,652678,0,0,0
prefix_25,standard_quicksort,2100,8,12666,652678,0,0,0
prefix_25,standard_quicksort,2100,9,12604,652678,0,0,0
prefix_25,standard_quicksort,2100,10,12566,652678,0,0,0
prefix_25,standard_quicksort,2100,11,12524,652678,0,0,0
prefix_25,standard_quicksort,2100,12,12552,652678,0,0,0
prefix_25,standard_quicksort,2100,13,12545,652678,0,0,0
prefix_25,standard_quicksort,2100,14,12537,652678,0,0,0
prefix_25,standard_quicksort,2100,15,12521,652678,0,0,0
prefix_25,standard_quicksort,2100,16,12500,652678,0,0,0
prefix_25,standard_quicksort,2100,17,12565,652678,0,0,0
prefix_25,standard_quicksort,2100,18,12485,652678,0,0,0
prefix_25,standard_quicksort,2100,19,12532,652678,0,0,0
prefix_25,standard_quicksort,2100,20,12587,652678,0,0,0
prefix_25,standard_quicksort,2100,21,12538,652678,0,0,0
prefix_25,standard_quicksort,2100,22,12537,652678,0,0,0
prefix_25,standard_quicksort,2100,23,12539,652678,0,0,0
prefix_25,standard_quicksort,2100,24,12523,652678,0,0,0
prefix_25,standard_quicksort,2100,25,12545,652678,0,0,0
prefix_25,standard_quicksort,2100,26,12533,652678,0,0,0
prefix_25,standard_quicksort,2100,27,12537,652678,0,0,0
prefix_25,standard_quicksort,2100,28,12520,652678,0,0,0
prefix_25,standard_quicksort,2100,29,12547,652678,0,0,0
prefix_25,standard_quicksort,2100,30,12579,652678,0,0,0
prefix_25,standard_mergesort,2100,1,11260,542315,0,0,0
prefix_25,standard_mergesort,2100,2,11227,542315,0,0,0
prefix_25,standard_mergesort,2100,3,11219,542315,0,0,0
prefix_25,standard_mergesort,2100,4,11152,542315,0,0,0
prefix_25,standard_mergesort,2100,5,11165,542315,0,0,0
prefix_25,standard_mergesort,2100,6,11160,542315,0,0,0
prefix_25,standard_mergesort,2100,7,11199,542315,0,0,0
prefix_25,standard_mergesort,2100,8,11155,542315,0,0,0
prefix_25,standard_mergesort,2100,9,11164,542315,0,0,0
prefix_25,standard_mergesort,2100,10,11212,542315,0,0,0
prefix_25,standard_mergesort,2100,11,11109,542315,0,0,0
prefix_25,standard_mergesort,2100,12,11240,542315,0,0,0
prefix_25,standard_mergesort,2100,13,11149,542315,0,0,0
prefix_25,standard_mergesort,2100,14,11137,542315,0,0,0
prefix_25,standard_mergesort,2100,15,11124,542315,0,0,0
prefix_25,standard_mergesort,2100,16,11165,542315,0,0,0
prefix_25,standard_mergesort,2100,17,11149,542315,0,0,0
prefix_25,standard_mergesort,2100,18,11373,542315,0,0,0
prefix_25,standard_mergesort,2100,19,11311,542315,0,0,0
prefix_25,standard_mergesort,2100,20,11299,542315,0,0,0
prefix_25,standard_mergesort,2100,21,11240,542315,0,0,0
prefix_25,standard_mergesort,2100,22,11132,542315,0,0,0
prefix_25,standard_mergesort,2100,23,11145,542315,0,0,0
prefix_25,standard_mergesort,2100,24,11204,542315,0,0,0
prefix_25,standard_mergesort,2100,25,11187,542315,0,0,0
prefix_25,standard_mergesort,2100,26,11127,542315,0,0,0
prefix_25,standard_mergesort,2100,27,11151,542315,0,0,0
prefix_25,standard_mergesort,2100,28,11184,542315,0,0,0
prefix_25,standard_mergesort,2100,29,11223,542315,0,0,0
prefix_25,standard_mergesort,2100,30,11193,542315,0,0,0
prefix_25,string_quicksort,2100,1,1282,144064,78805,0,0
prefix_25,string_quicksort,2100,2,1338,144064,78805,0,0
prefix_25,string_quicksort,2100,3,1340,144064,78805,0,0
prefix_25,string_quicksort,2100,4,1340,144064,78805,0,0
prefix_25,string_quicksort,2100,5,1278,144064,78805,0,0
prefix_25,string_quicksort,2100,6,1333,144064,78805,0,0
prefix_25,string_quicksort,2100,7,1342,144064,78805,0,0
prefix_25,string_quicksort,2100,8,1340,144064,78805,0,0
prefix_25,string_quicksort,2100,9,1301,144064,78805,0,0
prefix_25,string_quicksort,2100,10,1325,144064,78805,0,0
prefix_25,string_quicksort,2100,11,1355,144064,78805,0,0
prefix_25,string_quicksort,2100,12,1273,144064,78805,0,0
prefix_25,string_quicksort,2100,13,1343,144064,78805,0,0
prefix_25,string_quicksort,2100,14,1336,144064,78805,0,0
prefix_25,string_quicksort,2100,15,1333,144064,78805,0,0
prefix_25,string_quicksort,2100,16,1283,144064,78805,0,0
prefix_25,string_quicksort,2100,17,1339,144064,78805,0,0
prefix_25,string_quicksort,2100,18,1350,144064,78805,0,0
prefix_25,string_quicksort,2100,19,1338,144064,78805,0,0
prefix_25,string_quicksort,2100,20,1289,144064,78805,0,0
prefix_25,string_quicksort,2100,21,1301,144064,78805,0,0
prefix_25,string_quicksort,2100,22,1341,144064,78805,0,0
prefix_25,string_quicksort,2100,23,1339,144064,78805,0,0
prefix_25,string_quicksort,2100,24,1310,144064,78805,0,0
prefix_25,string_quicksort,2100,25,1299,144064,78805,0,0
prefix_25,string_quicksort,2100,26,1341,144064,78805,0,0
prefix_25,string_quicksort,2100,27,1347,144064,78805,0,0
prefix_25,string_quicksort,2100,28,1345,144064,78805,0,0
prefix_25,string_quicksort,2100,29,1276,144064,78805,0,0
prefix_25,string_quicksort,2100,30,1343,144064,78805,0,0
prefix_25,lcp_mergesort,2100,1,7097,562691,0,0,0
prefix_25,lcp_mergesort,2100,2,7044,562691,0,0,0
prefix_25,lcp_mergesort,2100,3,6988,562691,0,0,0
prefix_25,lcp_mergesort,2100,4,7088,562691,0,0,0
prefix_25,lcp_mergesort,2100,5,7035,562691,0,0,0
prefix_25,lcp_mergesort,2100,6,7011,562691,0,0,0
prefix_25,lcp_mergesort,2100,7,7005,562691,0,0,0
prefix_25,lcp_mergesort,2100,8,6955,562691,0,0,0
prefix_25,lcp_mergesort,2100,9,7006,562691,0,0,0
prefix_25,lcp_mergesort,2100,10,7009,562691,0,0,0
prefix_25,lcp_mergesort,2100,11,7021,562691,0,0,0
prefix_25,lcp_mergesort,2100,12,7018,562691,0,0,0
prefix_25,lcp_mergesort,2100,13,6964,562691,0,0,0
prefix_25,lcp_mergesort,2100,14,7056,562691,0,0,0
prefix_25,lcp_mergesort,2100,15,6996,562691,0,0,0
prefix_25,lcp_mergesort,2100,16,6951,562691,0,0,0
prefix_25,lcp_mergesort,2100,17,6999,562691,0,0,0
prefix_25,lcp_mergesort,2100,18,7026,562691,0,0,0
prefix_25,lcp_mergesort,2100,19,7041,562691,0,0,0
prefix_25,lcp_mergesort,2100,20,6944,562691,0,0,0
prefix_25,lcp_mergesort,2100,21,7007,562691,0,0,0
prefix_25,lcp_mergesort,2100,22,6999,562691,0,0,0
prefix_25,lcp_mergesort,2100,23,7237,562691,0,0,0
prefix_25,lcp_mergesort,2100,24,7169,562691,0,0,0
prefix_25,lcp_mergesort,2100,25,7120,562691,0,0,0
prefix_25,lcp_mergesort,2100,26,7050,562691,0,0,0
prefix_25,lcp_mergesort,2100,27,7001,562691,0,0,0
prefix_25,lcp_mergesort,2100,28,7029,562691,0,0,0
prefix_25,lcp_mergesort,2100,29,7025,562691,0,0,0
prefix_25,lcp_mergesort,2100,30,7036,562691,0,0,0
prefix_25,msd_radix_sort,2100,1,3453,0,114644,393,0
prefix_25,msd_radix_sort,2100,2,3422,0,114644,393,0
prefix_25,msd_radix_sort,2100,3,3410,0,114644,393,0
prefix_25,msd_radix_sort,2100,4,3426,0,114644,393,0
prefix_25,msd_radix_sort,2100,5,3398,0,114644,393,0
prefix_25,msd_radix_sort,2100,6,3391,0,114644,393,0
prefix_25,msd_radix_sort,2100,7,3519,0,114644,393,0
prefix_25,msd_radix_sort,2100,8,3332,0,114644,393,0
prefix_25,msd_radix_sort,2100,9,3372,0,114644,393,0
prefix_25,msd_radix_sort,2100,10,3424,0,114644,393,0
prefix_25,msd_radix_sort,2100,11,3378,0,114644,393,0
prefix_25,msd_radix_sort,2100,12,3373,0,114644,393,0
prefix_25,msd_radix_sort,2100,13,3416,0,114644,393,0
prefix_25,msd_radix_sort,2100,14,3379,0,114644,393,0
prefix_25,msd_radix_sort,2100,15,3382,0,114644,393,0
prefix_25,msd_radix_sort,2100,16,3379,0,114644,393,0
prefix_25,msd_radix_sort,2100,17,3376,0,114644,393,0
prefix_25,msd_radix_sort,2100,18,3377,0,114644,393,0
prefix_25,msd_radix_sort,2100,19,3394,0,114644,393,0
prefix_25,msd_radix_sort,2100,20,3383,0,114644,393,0
prefix_25,msd_radix_sort,2100,21,3403,0,114644,393,0
prefix_25,msd_radix_sort,2100,22,3385,0,114644,393,0
prefix_25,msd_radix_sort,2100,23,3395,0,114644,393,0
prefix_25,msd_radix_sort,2100,24,3375,0,114644,393,0
prefix_25,msd_radix_sort,2100,25,3384,0,114644,393,0
prefix_25,msd_radix_sort,2100,26,3374,0,114644,393,0
prefix_25,msd_radix_sort,2100,27,3378,0,114644,393,0
prefix_25,msd_radix_sort,2100,28,3396,0,114644,393,0
prefix_25,msd_radix_sort,2100,29,3382,0,114644,393,0
prefix_25,msd_radix_sort,2100,30,3379,0,114644,393,0
prefix_25,quick_msd_radix_sort,2100,1,2953,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,2,2785,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,3,2870,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,4,2844,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,5,2836,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,6,2838,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,7,2850,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,8,2875,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,9,2857,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,10,2828,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,11,2843,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,12,2830,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,13,2833,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,14,2861,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,15,2832,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,16,2870,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,17,2838,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,18,2831,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,19,2832,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,20,2837,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,21,2840,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,22,2830,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,23,2841,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,24,2830,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,25,2828,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,26,2846,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,27,2833,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,28,2832,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,29,2832,13260,119491,26,74
prefix_25,quick_msd_radix_sort,2100,30,2829,13260,119491,26,74
prefix_25,standard_quicksort,2200,1,14510,742193,0,0,0
prefix_25,standard_quicksort,2200,2,14680,742193,0,0,0
prefix_25,standard_quicksort,2200,3,14403,742193,0,0,0
prefix_25,standard_quicksort,2200,4,14302,742193,0,0,0
prefix_25,standard_quicksort,2200,5,14285,742193,0,0,0
prefix_25,standard_quicksort,2200,6,14232,742193,0,0,0
prefix_25,standard_quicksort,2200,7,14348,742193,0,0,0
prefix_25,standard_quicksort,2200,8,14173,742193,0,0,0
prefix_25,standard_quicksort,2200,9,14269,742193,0,0,0
prefix_25,standard_quicksort,2200,10,14355,742193,0,0,0
prefix_25,standard_quicksort,2200,11,14269,742193,0,0,0
prefix_25,standard_quicksort,2200,12,14203,742193,0,0,0
prefix_25,standard_quicksort,2200,13,14304,742193,0,0,0
prefix_25,standard_quicksort,2200,14,14216,742193,0,0,0
prefix_25,standard_quicksort,2200,15,14141,742193,0,0,0
prefix_25,standard_quicksort,2200,16,14272,742193,0,0,0
prefix_25,standard_quicksort,2200,17,14286,742193,0,0,0
prefix_25,standard_quicksort,2200,18,14258,742193,0,0,0
prefix_25,standard_quicksort,2200,19,14222,742193,0,0,0
prefix_25,standard_quicksort,2200,20,14290,742193,0,0,0
prefix_25,standard_quicksort,2200,21,14159,742193,0,0,0
prefix_25,standard_quicksort,2200,22,14307,742193,0,0,0
prefix_25,standard_quicksort,2200,23,14256,742193,0,0,0
prefix_25,standard_quicksort,2200,24,14228,742193,0,0,0
prefix_25,standard_quicksort,2200,25,14281,742193,0,0,0
prefix_25,standard_quicksort,2200,26,14183,742193,0,0,0
prefix_25,standard_quicksort,2200,27,14216,742193,0,0,0
prefix_25,standard_quicksort,2200,28,14271,742193,0,0,0
prefix_25,standard_quicksort,2200,29,14244,742193,0,0,0
prefix_25,standard_quicksort,2200,30,14148,742193,0,0,0
prefix_25,standard_mergesort,2200,1,12004,571785,0,0,0
prefix_25,standard_mergesort,2200,2,11851,571785,0,0,0
prefix_25,standard_mergesort,2200,3,11801,571785,0,0,0
prefix_25,standard_mergesort,2200,4,11782,571785,0,0,0
prefix_25,standard_mergesort,2200,5,11786,571785,0,0,0
prefix_25,standard_mergesort,2200,6,11728,571785,0,0,0
prefix_25,standard_mergesort,2200,7,11847,571785,0,0,0
prefix_25,standard_mergesort,2200,8,11756,571785,0,0,0
prefix_25,standard_mergesort,2200,9,11769,571785,0,0,0
prefix_25,standard_mergesort,2200,10,11722,571785,0,0,0
prefix_25,standard_mergesort,2200,11,12117,571785,0,0,0
prefix_25,standard_mergesort,2200,12,12031,571785,0,0,0
prefix_25,standard_mergesort,2200,13,12027,571785,0,0,0
prefix_25,standard_mergesort,2200,14,11978,571785,0,0,0
prefix_25,standard_mergesort,2200,15,11973,571785,0,0,0
prefix_25,standard_mergesort,2200,16,11976,571785,0,0,0
prefix_25,standard_mergesort,2200,17,11967,571785,0,0,0
prefix_25,standard_mergesort,2200,18,12293,571785,0,0,0
prefix_25,standard_mergesort,2200,19,12169,571785,0,0,0
prefix_25,standard_mergesort,2200,20,11991,571785,0,0,0
prefix_25,standard_mergesort,2200,21,11991,571785,0,0,0
prefix_25,standard_mergesort,2200,22,12007,571785,0,0,0
prefix_25,standard_mergesort,2200,23,12001,571785,0,0,0
prefix_25,standard_mergesort,2200,24,11985,571785,0,0,0
prefix_25,standard_mergesort,2200,25,11951,571785,0,0,0
prefix_25,standard_mergesort,2200,26,11715,571785,0,0,0
prefix_25,standard_mergesort,2200,27,11274,571785,0,0,0
prefix_25,standard_mergesort,2200,28,11572,571785,0,0,0
prefix_25,standard_mergesort,2200,29,11551,571785,0,0,0
prefix_25,standard_mergesort,2200,30,11618,571785,0,0,0
prefix_25,string_quicksort,2200,1,1331,147869,80100,0,0
prefix_25,string_quicksort,2200,2,1367,147869,80100,0,0
prefix_25,string_quicksort,2200,3,1362,147869,80100,0,0
prefix_25,string_quicksort,2200,4,1282,147869,80100,0,0
prefix_25,string_quicksort,2200,5,1374,147869,80100,0,0
prefix_25,string_quicksort,2200,6,1365,147869,80100,0,0
prefix_25,string_quicksort,2200,7,1274,147869,80100,0,0
prefix_25,string_quicksort,2200,8,1359,147869,80100,0,0
prefix_25,string_quicksort,2200,9,1370,147869,80100,0,0
prefix_25,string_quicksort,2200,10,1288,147869,80100,0,0
prefix_25,string_quicksort,2200,11,1321,147869,80100,0,0
prefix_25,string_quicksort,2200,12,1363,147869,80100,0,0
prefix_25,string_quicksort,2200,13,1296,147869,80100,0,0
prefix_25,string_quicksort,2200,14,1359,147869,80100,0,0
prefix_25,string_quicksort,2200,15,1375,147869,80100,0,0
prefix_25,string_quicksort,2200,16,1292,147869,80100,0,0
prefix_25,string_quicksort,2200,17,1337,147869,80100,0,0
prefix_25,string_quicksort,2200,18,1360,147869,80100,0,0
prefix_25,string_quicksort,2200,19,1309,147869,80100,0,0
prefix_25,string_quicksort,2200,20,1297,147869,80100,0,0
prefix_25,string_quicksort,2200,21,1360,147869,80100,0,0
prefix_25,string_quicksort,2200,22,1374,147869,80100,0,0
prefix_25,string_quicksort,2200,23,1302,147869,80100,0,0
prefix_25,string_quicksort,2200,24,1357,147869,80100,0,0
prefix_25,string_quicksort,2200,25,1362,147869,80100,0,0
prefix_25,string_quicksort,2200,26,1320,147869,80100,0,0
prefix_25,string_quicksort,2200,27,1287,147869,80100,0,0
prefix_25,string_quicksort,2200,28,1362,147869,80100,0,0
prefix_25,string_quicksort,2200,29,1364,147869,80100,0,0
prefix_25,string_quicksort,2200,30,1295,147869,80100,0,0
prefix_25,lcp_mergesort,2200,1,7465,593263,0,0,0
prefix_25,lcp_mergesort,2200,2,7446,593263,0,0,0
prefix_25,lcp_mergesort,2200,3,7383,593263,0,0,0
prefix_25,lcp_mergesort,2200,4,7384,593263,0,0,0
prefix_25,lcp_mergesort,2200,5,7383,593263,0,0,0
prefix_25,lcp_mergesort,2200,6,7346,593263,0,0,0
prefix_25,lcp_mergesort,2200,7,7413,593263,0,0,0
prefix_25,lcp_mergesort,2200,8,7284,593263,0,0,0
prefix_25,lcp_mergesort,2200,9,7421,593263,0,0,0
prefix_25,lcp_mergesort,2200,10,7307,593263,0,0,0
prefix_25,lcp_mergesort,2200,11,7437,593263,0,0,0
prefix_25,lcp_mergesort,2200,12,7359,593263,0,0,0
prefix_25,lcp_mergesort,2200,13,7380,593263,0,0,0
prefix_25,lcp_mergesort,2200,14,7348,593263,0,0,0
prefix_25,lcp_mergesort,2200,15,7366,593263,0,0,0
prefix_25,lcp_mergesort,2200,16,7309,593263,0,0,0
prefix_25,lcp_mergesort,2200,17,7444,593263,0,0,0
prefix_25,lcp_mergesort,2200,18,7310,593263,0,0,0
prefix_25,lcp_mergesort,2200,19,7391,593263,0,0,0
prefix_25,lcp_mergesort,2200,20,7316,593263,0,0,0
prefix_25,lcp_mergesort,2200,21,7512,593263,0,0,0
prefix_25,lcp_mergesort,2200,22,7593,593263,0,0,0
prefix_25,lcp_mergesort,2200,23,7660,593263,0,0,0
prefix_25,lcp_mergesort,2200,24,7380,593263,0,0,0
prefix_25,lcp_mergesort,2200,25,7419,593263,0,0,0
prefix_25,lcp_mergesort,2200,26,7349,593263,0,0,0
prefix_25,lcp_mergesort,2200,27,7511,593263,0,0,0
prefix_25,lcp_mergesort,2200,28,7344,593263,0,0,0
prefix_25,lcp_mergesort,2200,29,7407,593263,0,0,0
prefix_25,lcp_mergesort,2200,30,7377,593263,0,0,0
prefix_25,msd_radix_sort,2200,1,3661,0,120158,419,0
prefix_25,msd_radix_sort,2200,2,3608,0,120158,419,0
prefix_25,msd_radix_sort,2200,3,3581,0,120158,419,0
prefix_25,msd_radix_sort,2200,4,3581,0,120158,419,0
prefix_25,msd_radix_sort,2200,5,3599,0,120158,419,0
prefix_25,msd_radix_sort,2200,6,3566,0,120158,419,0
prefix_25,msd_radix_sort,2200,7,3567,0,120158,419,0
prefix_25,msd_radix_sort,2200,8,3567,0,120158,419,0
prefix_25,msd_radix_sort,2200,9,3579,0,120158,419,0
prefix_25,msd_radix_sort,2200,10,3567,0,120158,419,0
prefix_25,msd_radix_sort,2200,11,3558,0,120158,419,0
prefix_25,msd_radix_sort,2200,12,3557,0,120158,419,0
prefix_25,msd_radix_sort,2200,13,3564,0,120158,419,0
prefix_25,msd_radix_sort,2200,14,3555,0,120158,419,0
prefix_25,msd_radix_sort,2200,15,3576,0,120158,419,0
prefix_25,msd_radix_sort,2200,16,3569,0,120158,419,0
prefix_25,msd_radix_sort,2200,17,3554,0,120158,419,0
prefix_25,msd_radix_sort,2200,18,3575,0,120158,419,0
prefix_25,msd_radix_sort,2200,19,3576,0,120158,419,0
prefix_25,msd_radix_sort,2200,20,3553,0,120158,419,0
prefix_25,msd_radix_sort,2200,21,3575,0,120158,419,0
prefix_25,msd_radix_sort,2200,22,3556,0,120158,419,0
prefix_25,msd_radix_sort,2200,23,3555,0,120158,419,0
prefix_25,msd_radix_sort,2200,24,3509,0,120158,419,0
prefix_25,msd_radix_sort,2200,25,3566,0,120158,419,0
prefix_25,msd_radix_sort,2200,26,3565,0,120158,419,0
prefix_25,msd_radix_sort,2200,27,3556,0,120158,419,0
prefix_25,msd_radix_sort,2200,28,3556,0,120158,419,0
prefix_25,msd_radix_sort,2200,29,3486,0,120158,419,0
prefix_25,msd_radix_sort,2200,30,3598,0,120158,419,0
prefix_25,quick_msd_radix_sort,2200,1,3074,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,2,3012,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,3,2942,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,4,2983,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,5,2978,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,6,2916,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,7,2982,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,8,2993,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,9,2932,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,10,2988,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,11,2982,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,12,2916,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,13,2988,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,14,2988,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,15,2989,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,16,2919,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,17,2985,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,18,2986,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,19,2951,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,20,2919,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,21,2992,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,22,2993,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,23,2985,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,24,2909,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,25,2987,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,26,2992,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,27,2914,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,28,2990,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,29,2992,13834,125114,26,74
prefix_25,quick_msd_radix_sort,2200,30,2912,13834,125114,26,74
prefix_25,standard_quicksort,2300,1,14775,747634,0,0,0
prefix_25,standard_quicksort,2300,2,14325,747634,0,0,0
prefix_25,standard_quicksort,2300,3,14350,747634,0,0,0
prefix_25,standard_quicksort,2300,4,14362,747634,0,0,0
prefix_25,standard_quicksort,2300,5,14286,747634,0,0,0
prefix_25,standard_quicksort,2300,6,14385,747634,0,0,0
prefix_25,standard_quicksort,2300,7,14317,747634,0,0,0
prefix_25,standard_quicksort,2300,8,14463,747634,0,0,0
prefix_25,standard_quicksort,2300,9,14308,747634,0,0,0
prefix_25,standard_quicksort,2300,10,14391,747634,0,0,0
prefix_25,standard_quicksort,2300,11,14632,747634,0,0,0
prefix_25,standard_quicksort,2300,12,14393,747634,0,0,0
prefix_25,standard_quicksort,2300,13,14360,747634,0,0,0
prefix_25,standard_quicksort,2300,14,14345,747634,0,0,0
prefix_25,standard_quicksort,2300,15,14585,747634,0,0,0
prefix_25,standard_quicksort,2300,16,14590,747634,0,0,0
prefix_25,standard_quicksort,2300,17,14576,747634,0,0,0
prefix_25,standard_quicksort,2300,18,14574,747634,0,0,0
prefix_25,standard_quicksort,2300,19,14541,747634,0,0,0
prefix_25,standard_quicksort,2300,20,14528,747634,0,0,0
prefix_25,standard_quicksort,2300,21,14520,747634,0,0,0
prefix_25,standard_quicksort,2300,22,14602,747634,0,0,0
prefix_25,standard_quicksort,2300,23,14535,747634,0,0,0
prefix_25,standard_quicksort,2300,24,14525,747634,0,0,0
prefix_25,standard_quicksort,2300,25,14558,747634,0,0,0
prefix_25,standard_quicksort,2300,26,14659,747634,0,0,0
prefix_25,standard_quicksort,2300,27,13588,747634,0,0,0
prefix_25,standard_quicksort,2300,28,13977,747634,0,0,0
prefix_25,standard_quicksort,2300,29,14149,747634,0,0,0
prefix_25,standard_quicksort,2300,30,14178,747634,0,0,0
prefix_25,standard_mergesort,2300,1,12346,602622,0,0,0
prefix_25,standard_mergesort,2300,2,12349,602622,0,0,0
prefix_25,standard_mergesort,2300,3,12306,602622,0,0,0
prefix_25,standard_mergesort,2300,4,12366,602622,0,0,0
prefix_25,standard_mergesort,2300,5,12264,602622,0,0,0
prefix_25,standard_mergesort,2300,6,12345,602622,0,0,0
prefix_25,standard_mergesort,2300,7,12318,602622,0,0,0
prefix_25,standard_mergesort,2300,8,12364,602622,0,0,0
prefix_25,standard_mergesort,2300,9,12322,602622,0,0,0
prefix_25,standard_mergesort,2300,10,12287,602622,0,0,0
prefix_25,standard_mergesort,2300,11,12314,602622,0,0,0
prefix_25,standard_mergesort,2300,12,12378,602622,0,0,0
prefix_25,standard_mergesort,2300,13,12264,602622,0,0,0
prefix_25,standard_mergesort,2300,14,12362,602622,0,0,0
prefix_25,standard_mergesort,2300,15,12371,602622,0,0,0
prefix_25,standard_mergesort,2300,16,12294,602622,0,0,0
prefix_25,standard_mergesort,2300,17,12624,602622,0,0,0
prefix_25,standard_mergesort,2300,18,12753,602622,0,0,0
prefix_25,standard_mergesort,2300,19,12663,602622,0,0,0
prefix_25,standard_mergesort,2300,20,12755,602622,0,0,0
prefix_25,standard_mergesort,2300,21,12673,602622,0,0,0
prefix_25,standard_mergesort,2300,22,12618,602622,0,0,0
prefix_25,standard_mergesort,2300,23,12650,602622,0,0,0
prefix_25,standard_mergesort,2300,24,12633,602622,0,0,0
prefix_25,standard_mergesort,2300,25,12600,602622,0,0,0
prefix_25,standard_mergesort,2300,26,12589,602622,0,0,0
